,datetime,station_antwerp,station_paris,station_london
395,2019-05-23 13:00:00,NULL,17.0,25.0
396,2019-05-23 14:00:00,NULL,16.4,28.0
397,2019-05-23 15:00:00,NULL,21.2,34.0
398,2019-05-23 16:00:00,NULL,17.2,38.0
399,2019-05-23 17:00:00,NULL,17.5,53.0
400,2019-05-23 18:00:00,NULL,17.8,60.0
401,2019-05-23 19:00:00,NULL,22.7,54.0
402,2019-05-23 20:00:00,NULL,23.5,51.0
403,2019-05-23 21:00:00,NULL,28.0,45.0
404,2019-05-23 22:00:00,NULL,33.8,44.0
405,2019-05-23 23:00:00,NULL,47.0,39.0
406,2019-05-24 00:00:00,NULL,61.9,39.0
407,2019-05-24 01:00:00,NULL,23.2,31.0
408,2019-05-24 02:00:00,NULL,32.8,NULL
409,2019-05-24 03:00:00,74.5,28.8,31.0
410,2019-05-24 04:00:00,NULL,28.4,31.0
411,2019-05-24 05:00:00,NULL,19.4,23.0
412,2019-05-24 06:00:00,NULL,28.1,23.0
413,2019-05-24 07:00:00,NULL,35.9,29.0
414,2019-05-24 08:00:00,NULL,40.7,28.0
415,2019-05-24 09:00:00,NULL,54.8,26.0
416,2019-05-24 10:00:00,NULL,45.9,24.0
417,2019-05-24 11:00:00,NULL,37.9,23.0
418,2019-05-24 12:00:00,NULL,28.6,26.0
419,2019-05-24 13:00:00,NULL,40.6,29.0
420,2019-05-24 14:00:00,NULL,29.3,33.0
421,2019-05-24 15:00:00,NULL,24.3,39.0
422,2019-05-24 16:00:00,NULL,20.5,40.0
423,2019-05-24 17:00:00,NULL,22.7,43.0
424,2019-05-24 18:00:00,NULL,27.3,46.0
425,2019-05-24 19:00:00,NULL,25.2,46.0
426,2019-05-24 20:00:00,NULL,23.3,44.0
427,2019-05-24 21:00:00,NULL,21.9,42.0
428,2019-05-24 22:00:00,NULL,31.7,38.0
429,2019-05-24 23:00:00,NULL,18.1,39.0
430,2019-05-25 00:00:00,NULL,18.0,39.0
431,2019-05-25 01:00:00,NULL,16.5,32.0
432,2019-05-25 02:00:00,NULL,17.4,32.0
433,2019-05-25 03:00:00,29.0,12.8,25.0
434,2019-05-25 04:00:00,NULL,20.3,25.0
435,2019-05-25 05:00:00,NULL,NULL,21.0
436,2019-05-25 06:00:00,NULL,NULL,21.0
437,2019-05-25 07:00:00,NULL,NULL,22.0
438,2019-05-25 08:00:00,NULL,36.9,22.0
439,2019-05-25 09:00:00,NULL,42.1,23.0
440,2019-05-25 10:00:00,NULL,44.5,23.0
441,2019-05-25 11:00:00,NULL,33.6,21.0
442,2019-05-25 12:00:00,NULL,26.3,23.0
443,2019-05-25 13:00:00,NULL,19.5,24.0
444,2019-05-25 14:00:00,NULL,18.6,26.0
445,2019-05-25 15:00:00,NULL,26.1,31.0
446,2019-05-25 16:00:00,NULL,23.6,37.0
447,2019-05-25 17:00:00,NULL,30.0,42.0
448,2019-05-25 18:00:00,NULL,31.9,46.0
449,2019-05-25 19:00:00,NULL,20.6,47.0
450,2019-05-25 20:00:00,NULL,30.4,47.0
451,2019-05-25 21:00:00,NULL,22.1,44.0
452,2019-05-25 22:00:00,NULL,43.6,41.0
453,2019-05-25 23:00:00,NULL,39.5,36.0
454,2019-05-26 00:00:00,NULL,63.9,36.0
455,2019-05-26 01:00:00,NULL,70.2,32.0
456,2019-05-26 02:00:00,NULL,67.0,32.0
457,2019-05-26 03:00:00,53.0,49.8,26.0
458,2019-05-26 04:00:00,NULL,23.4,26.0
459,2019-05-26 05:00:00,NULL,22.9,20.0
460,2019-05-26 06:00:00,NULL,22.3,20.0
461,2019-05-26 07:00:00,NULL,16.8,17.0
462,2019-05-26 08:00:00,NULL,15.1,17.0
463,2019-05-26 09:00:00,NULL,13.4,15.0
464,2019-05-26 10:00:00,NULL,11.0,15.0
465,2019-05-26 11:00:00,NULL,10.3,16.0
466,2019-05-26 12:00:00,NULL,11.3,17.0
467,2019-05-26 13:00:00,NULL,13.3,21.0
468,2019-05-26 14:00:00,NULL,11.5,24.0
469,2019-05-26 15:00:00,NULL,12.5,25.0
470,2019-05-26 16:00:00,NULL,15.3,26.0
471,2019-05-26 17:00:00,NULL,11.7,27.0
472,2019-05-26 18:00:00,NULL,17.1,26.0
473,2019-05-26 19:00:00,NULL,17.3,28.0
474,2019-05-26 20:00:00,NULL,22.8,26.0
475,2019-05-26 21:00:00,NULL,17.8,25.0
476,2019-05-26 22:00:00,NULL,16.6,27.0
477,2019-05-26 23:00:00,NULL,16.1,26.0
478,2019-05-27 00:00:00,NULL,15.2,26.0
479,2019-05-27 01:00:00,NULL,10.3,26.0
480,2019-05-27 02:00:00,NULL,9.5,26.0
481,2019-05-27 03:00:00,10.5,7.1,24.0
482,2019-05-27 04:00:00,NULL,5.9,24.0
483,2019-05-27 05:00:00,NULL,4.8,19.0
484,2019-05-27 06:00:00,NULL,6.5,19.0
485,2019-05-27 07:00:00,NULL,20.3,18.0
486,2019-05-27 08:00:00,NULL,29.1,18.0
487,2019-05-27 09:00:00,NULL,29.5,18.0
488,2019-05-27 10:00:00,NULL,34.2,18.0
489,2019-05-27 11:00:00,NULL,31.4,16.0
490,2019-05-27 12:00:00,NULL,23.3,17.0
491,2019-05-27 13:00:00,NULL,19.3,17.0
492,2019-05-27 14:00:00,NULL,17.3,20.0
493,2019-05-27 15:00:00,NULL,17.5,20.0
494,2019-05-27 16:00:00,NULL,17.3,22.0
495,2019-05-27 17:00:00,NULL,25.6,22.0
496,2019-05-27 18:00:00,NULL,23.6,22.0
497,2019-05-27 19:00:00,NULL,22.9,22.0
498,2019-05-27 20:00:00,NULL,25.6,22.0
499,2019-05-27 21:00:00,NULL,22.1,23.0
500,2019-05-27 22:00:00,NULL,22.3,20.0
501,2019-05-27 23:00:00,NULL,18.8,19.0
502,2019-05-28 00:00:00,NULL,19.9,19.0
503,2019-05-28 01:00:00,NULL,22.6,16.0
504,2019-05-28 02:00:00,NULL,15.4,16.0
505,2019-05-28 03:00:00,11.0,8.2,16.0
506,2019-05-28 04:00:00,NULL,6.4,16.0
507,2019-05-28 05:00:00,NULL,6.1,15.0
508,2019-05-28 06:00:00,NULL,8.9,15.0
509,2019-05-28 07:00:00,NULL,19.9,19.0
510,2019-05-28 08:00:00,NULL,28.8,20.0
511,2019-05-28 09:00:00,NULL,33.8,20.0
512,2019-05-28 10:00:00,NULL,31.2,20.0
513,2019-05-28 11:00:00,NULL,24.3,21.0
514,2019-05-28 12:00:00,NULL,21.6,21.0
515,2019-05-28 13:00:00,NULL,20.5,28.0
